998,998
1016,18
1033,17
1050,17
1067,17
1082,15
1098,16
1114,16
1132,18
1150,18
1167,17
1184,17
1199,15
1213,14
1229,16
1244,15
1260,16
1273,13
1291,18
1303,12
1316,13
1335,19
1349,14
1362,13
1380,18
1396,16
1413,17
1422,9
1442,20
1459,17
1476,17
1495,19
1512,17
1527,15
1542,15
1557,15
1572,15
1587,15
1606,19
1622,16
1637,15
1652,15
1668,16
1682,14
1696,14
1710,14
1722,12
1735,13
1749,14
1768,19
1784,16
1800,16
1813,13
1830,17
1847,17
1864,17
1879,15
1897,18
1910,13
1924,14
1935,11
1949,14
1964,15
1981,17
1995,14
2015,20
2033,18
2051,18
2070,19
2084,14
2099,15
2113,14
2129,16
2144,15
2160,16
2176,16
2193,17
2208,15
2223,15
2236,13
2253,17
2270,17
2287,17
2304,17
2321,17
2338,17
2356,18
2371,15
2386,15
2401,15
2415,14
2432,17
2447,15
2462,15
2479,17
2495,16
2512,17
2528,16
2540,12
2555,15
2571,16
2591,20
2608,17
2620,12
2637,17
2654,17
2672,18
2688,16
2703,15
2720,17
2737,17
2753,16
2770,17
2782,12
2798,16
2813,15
2829,16
2847,18
2865,18
2883,18
2899,16
2912,13
2926,14
2942,16
2957,15
2974,17
2989,15
3005,16
3018,13
3032,14
3046,14
3064,18
3081,17
3095,14
3112,17
3131,19
3145,14
3161,16
3178,17
3192,14
3209,17
3227,18
3238,11
3254,16
3269,15
3283,14
3298,15
3310,12
3324,14
3338,14
3355,17
3374,19
3389,15
3408,19
3422,14
3438,16
3454,16
3472,18
3488,16
3503,15
3517,14
3532,15
3547,15
3564,17
3581,17
3596,15
3612,16
3627,15
3644,17
3658,14
3675,17
3695,20
3713,18
3727,14
3742,15
3757,15
3775,18
3788,13
3805,17
3824,19
3836,12
3854,18
3872,18
3891,19
3906,15
3921,15
3936,15
3954,18
3970,16
3986,16
4000,14
4018,18
4034,16
4048,14
4062,14
4078,16
4092,14
4106,14
4122,16
4139,17
4155,16
4169,14
4188,19
4204,16
4219,15
4234,15
4249,15
4266,17
4281,15
4297,16
4315,18
4330,15
4345,15
4364,19
4381,17
4398,17
4410,12
4428,18
4445,17
4459,14
4472,13
4486,14
4503,17
4517,14
4533,16
4547,14
4566,19
4581,15
4597,16
4610,13
4626,16
4644,18
4659,15
4674,15
4691,17
4708,17
4722,14
4740,18
4757,17
4772,15
4789,17
4806,17
4825,19
4840,15
4855,15
4871,16
4885,14
4904,19
4917,13
4931,14
4950,19
4964,14
4983,19
5000,17
5018,18
5031,13
5046,15
5062,16
5076,14
5092,16
5109,17
5124,15
5139,15
5154,15
5172,18
5191,19
5207,16
5222,15
5236,14
5250,14
5263,13
5278,15
5291,13
5308,17
5324,16
5342,18
5360,18
5378,18
5395,17
5413,18
5427,14
5442,15
5457,15
5471,14
5483,12
5501,18
5515,14
5531,16
5548,17
5565,17
5579,14
5594,15
5610,16
5624,14
5642,18
5656,14
5672,16
5690,18
5705,15
5722,17
5740,18
5757,17
5772,15
5789,17
5806,17
5822,16
5838,16
5853,15
5870,17
5884,14
5899,15
5917,18
5930,13
5948,18
5964,16
5981,17
5998,17
6015,17
6030,15
6045,15
6063,18
6081,18
6099,18
6111,12
6128,17
6148,20
6163,15
6180,17
6194,14
6212,18
6225,13
6238,13
6254,16
6270,16
6287,17
6302,15
6317,15
6334,17
6349,15
6363,14
6380,17
6396,16
6410,14
6427,17
6443,16
6458,15
6473,15
6491,18
6508,17
6522,14
6539,17
6558,19
6573,15
6590,17
6605,15
6616,11
6631,15
6645,14
6660,15
6676,16
6694,18
6710,16
6726,16
6742,16
6759,17
6776,17
6792,16
6809,17
6825,16
6839,14
6855,16
6873,18
6889,16
6907,18
6922,15
6938,16
6957,19
6974,17
6990,16
7006,16
7022,16
7040,18
7057,17
7072,15
7089,17
7104,15
7120,16
7138,18
7155,17
7171,16
7188,17
7205,17
7223,18
7243,20
7254,11
7268,14
7283,15
7297,14
7310,13
7326,16
7345,19
7364,19
7380,16
7398,18
7413,15
7430,17
7447,17
7464,17
7481,17
7496,15
7511,15
7526,15
7541,15
7557,16
7572,15
7588,16
7605,17
7619,14
7635,16
7648,13
7665,17
7681,16
7698,17
7715,17
7733,18
7751,18
7766,15
7782,16
7797,15
7813,16
7828,15
7845,17
7861,16
7880,19
7896,16
7912,16
7928,16
7943,15
7961,18
7977,16
7994,17
8009,15
8024,15
8036,12
8054,18
8069,15
8086,17
8102,16
8120,18
8135,15
8151,16
8167,16
8181,14
8199,18
8215,16
8232,17
8247,15
8264,17
8279,15
8294,15
8309,15
8324,15
8340,16
8355,15
8372,17
8387,15
8406,19
8424,18
8438,14
8453,15
8467,14
8483,16
8501,18
8519,18
8535,16
8550,15
8567,17
8584,17
8601,17
8618,17
8632,14
8649,17
8668,19
8683,15
8701,18
8718,17
8734,16
8749,15
8765,16
8781,16
8797,16
8810,13
8827,17
8845,18
8859,14
8875,16
8890,15
8906,16
8920,14
8938,18
8954,16
8968,14
8981,13
8996,15
9011,15
9029,18
9043,14
9060,17
9074,14
9087,13
9104,17
9118,14
9132,14
9150,18
9165,15
9182,17
9196,14
9210,14
9223,13
9239,16
9252,13
9269,17
9288,19
9306,18
9323,17
9340,17
9353,13
9368,15
9385,17
9401,16
9418,17
9434,16
9449,15
9467,18
9485,18
9501,16
9515,14
